# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
citationCiteseer.graph        dimacs      SCOTCH_alma      8-dimHQ      2     311.507     7972      2250     71.6769     1004346.0     2252304.0
citationCiteseer.graph        dimacs      SCOTCH_alma      8-dimHQ      3     316.73     10619      2062     75.4356     1028538.0     2389876.0
citationCiteseer.graph        dimacs      SCOTCH_alma      8-dimHQ      4     311.645     6037      1586     70.8854     991666.0     2244373.0
citationCiteseer.graph        dimacs      SCOTCH_alma      8-dimHQ      5     319.796     8539      2682     70.293     989586.0     2213035.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus16x16      1     529.853     20887      1612     160.991     1095416.0     5239125.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus16x16      2     531.89     21633      1731     171.891     1105647.0     5602439.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus16x16      3     516.428     22153      1362     173.139     1107091.0     5644517.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus16x16      4     532.833     20042      1616     157.759     1083892.0     5129693.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus16x16      5     533.356     20032      2296     166.937     1097393.0     5436974.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus8x8x8      1     419.863     9440      898     35.4535     1106644.0     4063251.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus8x8x8      2     423.365     7480      888     34.2949     1087574.0     3797098.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus8x8x8      3     424.335     10138      1302     34.8722     1096342.0     3825023.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus8x8x8      4     422.533     9345      1016     34.4416     1091319.0     3816301.0
citationCiteseer.graph        dimacs      SCOTCH_alma      torus8x8x8      5     414.154     8468      936     33.7951     1084775.0     3800866.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid16x16      1     3.967194     21971      4389     123.41     437288.0     3954070.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid16x16      2     3.967194     21971      4389     123.41     437288.0     3954070.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid16x16      3     3.967194     21971      4389     123.41     437288.0     3954070.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid16x16      4     3.967194     21971      4389     123.41     437288.0     3954070.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid16x16      5     3.967194     21971      4389     123.41     437288.0     3954070.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid8x8x8      1     7.071889     6795      3140     34.0923     458756.0     3120296.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid8x8x8      2     7.071889     6795      3140     34.0923     458756.0     3120296.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid8x8x8      3     7.071889     6795      3140     34.0923     458756.0     3120296.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid8x8x8      4     7.071889     6795      3140     34.0923     458756.0     3120296.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      grid8x8x8      5     7.071889     6795      3140     34.0923     458756.0     3120296.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      8-dimHQ      1     13.93061     3421      5150     51.7438     453492.0     1664392.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      8-dimHQ      2     13.93061     4738      5150     51.7438     453492.0     1664392.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      8-dimHQ      3     13.93061     5405      5150     51.7438     453492.0     1664392.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      8-dimHQ      4     13.93061     5256      5150     51.7438     453492.0     1664392.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      8-dimHQ      5     13.93061     5316      5150     51.7438     453492.0     1664392.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus16x16      1     13.76181     11515      13035     99.2157     454652.0     3191768.0
